IRI	Label	Issue
http://purl.obolibrary.org/obo/COB_0000800	has atomic number	not an RO property
http://purl.obolibrary.org/obo/RBO_2000	has atomic mass	not an RO property
http://purl.obolibrary.org/obo/RBO_2001	mass number	not an RO property
