Level	Rule Name	Subject	Property	Value
WARN	missing_subset_declaration	obo:wbphenotype#phenotype_slim_wb	rdfs:subPropertyOf	
INFO	missing_superclass	WBPhenotype:0000886	rdfs:subClassOf	
