IRI	Label	Issue
http://purl.obolibrary.org/obo/NOMEN_0000277	iczn objective synonym	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0000278	iczn unjustified emendation	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0000279	iczn unnecessary replacement name	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0000280	iczn suppression	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0000281	iczn partial  suppression	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0000282	iczn conditional suppression	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0000283	iczn total suppression	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0000284	iczn forgotten name	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0000285	iczn subjective synonym	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0000287	iczn synonymic homonym	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0000289	iczn homonym	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0000290	iczn primary homonym	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0000291	iczn secondary homonym	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0000292	iczn secondary homonym replaced before 1961	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0000369	icn unaccepting	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0000370	icn accepting	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0000371	icn alternative family name	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0000372	icn synonym	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0000374	icn usage	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0000375	icn misspelling	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0000376	icn misapplication	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0000389	icn conserved name	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0000391	icn homonym	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0000392	icn heterotypic synonym	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0000393	icn homotypic synonym	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0000394	icn alternative name	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0000395	icn orthographic variant	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0000396	icn isonym	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001008	icncp	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001009	icncp accepting	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001010	icncp unaccepting	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001011	icncp conserved name	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001015	icncp superfluous	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001016	icncp replaced name	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001017	typification	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001018	family	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001019	genus	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001020	species	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001021	fixed in the original publication	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001022	not fixed in the original publication	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001023	type species by tautonomy	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001024	type species by absolute tautonomy	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001025	type species by linnaean tautonomy	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001026	type species by using the plenary power by the commission	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001027	type species by subsequent designation	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001028	type species by subsequent monotypy	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001029	type species by original designation	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001030	type species by original monotypy	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001031	holotype	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001032	neotype	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001033	paratype	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001034	lectotype	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001035	paralectotype	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001036	syntypes	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001037	type genus	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001038	iczn original genus	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001039	iczn original subgenus	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001040	iczn original species	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001041	iczn original subspecies	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001042	iczn original variety	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001043	iczn original form	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001044	iczn genus in combination	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001045	iczn subgenus in combination	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001046	iczn species in combination	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001047	iczn subspecies in combination	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001048	classified as	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001056	icpn	not an RO property
http://purl.obolibrary.org/obo/NOMEN_0001064	icn originally invalid	not an RO property
