IRI	Label	Issue
http://purl.obolibrary.org/obo/NGBO_6000380	trace_from	not an RO property
http://purl.obolibrary.org/obo/NGBO_6000381	track_to	not an RO property
http://purl.obolibrary.org/obo/NGBO_6000690	useremailid	not an RO property
http://purl.obolibrary.org/obo/NGBO_6000691	userid	not an RO property
http://purl.obolibrary.org/obo/NGBO_6000692	userpassword	not an RO property
http://purl.obolibrary.org/obo/NGBO_6000693	username	not an RO property
