IRI	Label	Issue
http://purl.obolibrary.org/obo/BCO_0000085	to taxon	not an RO property
http://purl.obolibrary.org/obo/BCO_0000086	of organism	not an RO property
http://purl.obolibrary.org/obo/BCO_0000087	member of taxon	not an RO property
http://purl.obolibrary.org/obo/OBI_0000295	is_specified_input_of	not an RO property
