IRI	Label	Issue
http://purl.obolibrary.org/obo/PROCO_0000007	monotropically related to	not an RO property
http://purl.obolibrary.org/obo/PROCO_0000027	profile of	not an RO property
http://purl.obolibrary.org/obo/PROCO_0000037	enantiotropically related to	not an RO property
http://purl.obolibrary.org/obo/PROCO_0000038	is solvate of	not an RO property
http://purl.obolibrary.org/obo/PROCO_0000075	is polymorph of	not an RO property
