IRI	Label	Issue
http://purl.obolibrary.org/obo/OPL_0000055	has vector	shares label with http://purl.obolibrary.org/obo/RO_0002460
http://purl.obolibrary.org/obo/OPL_0000065	has host	shares label with http://purl.obolibrary.org/obo/RO_0002454
