IRI	Label	Issue
http://purl.obolibrary.org/obo/ddanat#part_of	part of	shares label with http://purl.obolibrary.org/obo/BFO_0000050
http://purl.obolibrary.org/obo/ddanat#develops_from	develops_from	not an RO property
