IRI	Label	Issue
http://purl.obolibrary.org/obo/MRO_0000000	haplotype member of	not an RO property
http://purl.obolibrary.org/obo/MRO_0000001	serotype member of	not an RO property
http://purl.obolibrary.org/obo/MRO_0000002	is synthetic protein mutant of	not an RO property
