IRI	Label	Issue
http://purl.obolibrary.org/obo/OCCO_00000009	has ability	not an RO property
http://purl.obolibrary.org/obo/OCCO_00000010	has skill	not an RO property
http://purl.obolibrary.org/obo/OCCO_00000006	has job zone	not an RO property
